PartitionKey,RowKey,zip,store1,store2,store3
29709,,29709,802,959,684
29710,,29710,752,551,449
29712,,29712,684,752,551
29714,,29714,684,752,551
29715,,29715,752,551,684
29716,,29716,752,551,827
29717,,29717,372,752,684
29718,,29718,684,802,551
29720,,29720,684,752,551
29721,,29721,684,752,551
29722,,29722,684,752,551
29724,,29724,684,752,551
29726,,29726,684,752,372
29727,,29727,802,826,684
29728,,29728,684,802,551
29729,,29729,684,752,551
29730,,29730,684,752,551
29731,,29731,752,551,684
29732,,29732,752,684,551
29733,,29733,752,551,684
29734,,29734,752,551,684
29741,,29741,802,684,959
29742,,29742,372,752,684
29743,,29743,372,752,449
29744,,29744,752,551,684
29745,,29745,752,551,684
29801,,29801,639,873,279
29802,,29802,873,639,279
29803,,29803,639,873,279
29804,,29804,639,873,279
29805,,29805,873,639,279
29808,,29808,639,873,279
29809,,29809,639,873,937
29810,,29810,639,873,937
29812,,29812,639,873,937
29813,,29813,639,873,937
29816,,29816,639,873,279
29817,,29817,873,639,937
29819,,29819,279,431,896
29821,,29821,279,639,873
29822,,29822,639,873,279
29824,,29824,279,639,873
29826,,29826,873,639,937
29827,,29827,639,873,937
29828,,29828,639,873,279
29829,,29829,639,279,873
29831,,29831,639,873,937
29832,,29832,279,639,873
29834,,29834,639,873,279
29835,,29835,279,431,98
29836,,29836,639,873,937
29838,,29838,279,98,639
29839,,29839,639,873,279
29840,,29840,279,98,431
29841,,29841,639,873,279
29842,,29842,639,873,279
29843,,29843,873,639,937
29844,,29844,279,98,431
29845,,29845,279,98,431
29846,,29846,639,873,937
29847,,29847,279,639,873
29848,,29848,279,896,431
29849,,29849,639,873,937
29850,,29850,639,873,279
29851,,29851,639,873,279
29853,,29853,639,873,937
29856,,29856,639,873,937
29860,,29860,639,873,279
29861,,29861,639,873,279
29899,,29899,279,98,431
29901,,29901,430,170,937
29902,,29902,430,170,937
29903,,29903,430,170,937
29904,,29904,430,170,937
29905,,29905,430,170,937
29906,,29906,430,170,937
29910,,29910,170,937,430
29911,,29911,639,873,937
29912,,29912,937,170,639
29913,,29913,639,873,937
29914,,29914,430,937,170
29915,,29915,170,430,937
29916,,29916,937,639,873
29918,,29918,639,937,873
29920,,29920,430,170,937
29921,,29921,937,639,873
29922,,29922,639,937,873
29923,,29923,639,937,873
29924,,29924,639,873,937
29925,,29925,170,430,937
29926,,29926,170,430,937
29927,,29927,170,937,37
29928,,29928,430,170,937
29929,,29929,873,639,937
29931,,29931,430,937,170
29932,,29932,639,937,873
29933,,29933,639,937,873
29934,,29934,170,937,37
29935,,29935,430,170,937
29936,,29936,937,170,430
29938,,29938,430,170,937
29939,,29939,937,639,170
29940,,29940,430,937,170
29941,,29941,430,937,170
29943,,29943,170,937,430
29944,,29944,639,937,873
29945,,29945,937,639,873
30002,,30002,793,613,994
30003,,30003,793,998,613
30004,,30004,613,793,998
30005,,30005,613,793,998
30006,,30006,613,994,793
30007,,30007,613,994,793
30008,,30008,994,613,793
30009,,30009,613,793,994
30010,,30010,793,998,613
30011,,30011,998,98,793
30012,,30012,793,805,613
30013,,30013,793,805,613
30014,,30014,805,793,98
30015,,30015,805,793,98
30016,,30016,805,793,98
30017,,30017,793,613,998
30018,,30018,793,98,805
30019,,30019,998,793,98
30021,,30021,793,613,994
30022,,30022,613,793,998
30023,,30023,613,793,994
30024,,30024,998,793,613
30025,,30025,98,805,793
30026,,30026,793,613,998
30028,,30028,998,793,613
30029,,30029,793,998,613
30030,,30030,793,613,994
30031,,30031,793,613,998
30032,,30032,793,613,994
30033,,30033,793,613,994
30034,,30034,793,613,805
30035,,30035,793,613,805
30036,,30036,793,613,998
30037,,30037,793,613,998
30038,,30038,793,805,613
30039,,30039,793,613,805
30040,,30040,998,613,793
30041,,30041,998,613,793
30042,,30042,793,613,998
30043,,30043,998,793,613
30044,,30044,793,613,998
30045,,30045,793,998,613
30046,,30046,793,998,613
30047,,30047,793,613,998
30048,,30048,793,998,613
30052,,30052,793,998,98
30054,,30054,793,805,98
30055,,30055,805,793,98
30056,,30056,805,98,793
30058,,30058,793,613,805
30060,,30060,613,994,793
30061,,30061,613,994,793
30062,,30062,613,994,793
30063,,30063,613,994,793
30064,,30064,994,613,793
30065,,30065,613,994,793
30066,,30066,613,994,793
30067,,30067,613,994,793
30068,,30068,613,994,793
30069,,30069,613,994,793
30070,,30070,805,793,613
30071,,30071,793,613,994
30072,,30072,793,613,805
30074,,30074,793,613,998
30075,,30075,613,793,994
30076,,30076,613,793,994
30077,,30077,613,793,994
30078,,30078,793,613,998
30079,,30079,793,613,994
30080,,30080,613,994,793
30081,,30081,994,613,487
30082,,30082,613,994,793
30083,,30083,793,613,805
30084,,30084,793,613,994
30085,,30085,793,613,998
30086,,30086,793,613,998
30087,,30087,793,613,805
30088,,30088,793,613,805
30090,,30090,613,994,793
30091,,30091,793,998,613
30092,,30092,793,613,998
30093,,30093,793,613,998
30094,,30094,793,805,613
30095,,30095,793,613,998
30096,,30096,793,613,998
30097,,30097,793,613,998
30098,,30098,793,998,613
30099,,30099,793,613,998
30101,,30101,994,613,487
30102,,30102,994,613,793
30103,,30103,994,487,613
30104,,30104,487,994,613
30105,,30105,856,792,225
30106,,30106,994,613,793
30107,,30107,613,994,998
30108,,30108,487,680,994
30109,,30109,487,680,994
30110,,30110,487,680,994
30111,,30111,613,994,793
30113,,30113,487,680,994
30114,,30114,613,994,793
30115,,30115,613,994,793
30116,,30116,487,680,994
30117,,30117,487,680,994
30118,,30118,487,680,994
30119,,30119,487,680,994
30120,,30120,994,613,487
30121,,30121,994,613,487
30122,,30122,994,613,793
30123,,30123,994,613,487
30124,,30124,487,225,680
30125,,30125,487,680,994
30126,,30126,994,613,793
30127,,30127,994,613,487
30129,,30129,225,487,856
30132,,30132,994,487,613
30133,,30133,994,487,613
30134,,30134,994,487,613
30135,,30135,994,487,613
30137,,30137,994,613,487
30138,,30138,487,994,680
30139,,30139,856,792,349
30140,,30140,487,680,994
30141,,30141,994,487,613
30142,,30142,613,994,793
30143,,30143,349,998,792
30144,,30144,994,613,793
30145,,30145,994,487,613
30146,,30146,613,994,793
30147,,30147,487,994,680
30148,,30148,998,349,613
30149,,30149,487,994,225
30150,,30150,487,680,994
30151,,30151,613,994,793
30152,,30152,994,613,793
30153,,30153,487,994,680
30154,,30154,994,487,613
30157,,30157,994,487,613
30161,,30161,487,994,225
30162,,30162,487,225,994
30163,,30163,225,487,856
30164,,30164,225,487,856
30165,,30165,225,487,994
30168,,30168,613,994,793
30170,,30170,487,680,994
30171,,30171,994,613,856
30172,,30172,225,487,856
30173,,30173,487,994,680
30175,,30175,349,792,856
30176,,30176,487,680,994
30177,,30177,998,349,613
30178,,30178,994,487,613
30179,,30179,487,994,680
30180,,30180,487,994,613
30182,,30182,487,680,994
30183,,30183,994,613,349
30184,,30184,994,613,487
30185,,30185,487,994,613
30187,,30187,994,487,613
30188,,30188,613,994,793
30189,,30189,613,994,793
30204,,30204,805,727,793
30205,,30205,805,793,613
30206,,30206,805,793,727
30212,,30212,805,793,613
30213,,30213,613,994,793
30214,,30214,805,793,613
30215,,30215,805,793,613
30216,,30216,805,727,793
30217,,30217,680,487,803
30218,,30218,805,793,487
30219,,30219,803,680,487
30220,,30220,487,805,994
30222,,30222,805,487,793
30223,,30223,805,793,613
30224,,30224,805,793,613
30228,,30228,805,793,613
30229,,30229,805,793,613
30230,,30230,487,803,680
30232,,30232,805,793,613
30233,,30233,805,793,727
30234,,30234,805,793,727
30236,,30236,805,793,613
30237,,30237,805,793,613
30238,,30238,805,793,613
30240,,30240,803,680,487
30241,,30241,803,487,680
30248,,30248,805,793,613
30250,,30250,805,793,613
30251,,30251,805,487,793
30252,,30252,805,793,613
30253,,30253,805,793,613
30256,,30256,805,727,793
30257,,30257,805,727,793
30258,,30258,805,727,793
30259,,30259,487,805,994
30260,,30260,793,805,613
30261,,30261,803,487,680
30263,,30263,487,994,613
30264,,30264,487,994,613
30265,,30265,487,994,613
30266,,30266,805,793,613
30268,,30268,994,487,613
30269,,30269,805,793,613
30271,,30271,487,994,805
30272,,30272,613,793,994
30273,,30273,793,805,613
30274,,30274,793,613,805
30275,,30275,487,994,613
30276,,30276,805,793,613
30277,,30277,805,487,994
30281,,30281,805,793,613
30284,,30284,805,793,613
30285,,30285,805,727,793
30286,,30286,805,727,234
30287,,30287,805,793,613
30288,,30288,793,613,805
30289,,30289,805,793,487
30290,,30290,793,613,805
30291,,30291,613,793,994
30292,,30292,805,793,727
30293,,30293,805,727,793
30294,,30294,793,613,805
30295,,30295,805,727,793
30296,,30296,793,613,805
30297,,30297,793,613,805
30298,,30298,805,793,613
30301,,30301,613,793,994
30302,,30302,613,793,994
30303,,30303,793,613,994
30304,,30304,613,793,994
30305,,30305,613,793,994
30306,,30306,793,613,994
30307,,30307,793,613,994
30308,,30308,613,793,994
30309,,30309,613,793,994
30310,,30310,613,793,994
30311,,30311,613,793,994
30312,,30312,613,793,994
30313,,30313,613,793,994
30314,,30314,613,793,994
30315,,30315,793,613,994
30316,,30316,793,613,994
30317,,30317,793,613,994
30318,,30318,613,793,994
30319,,30319,613,793,994
30320,,30320,793,613,994
30321,,30321,613,793,994
30322,,30322,793,613,994
30323,,30323,613,793,994
30324,,30324,613,793,994
30325,,30325,613,793,994
30326,,30326,613,793,994
30327,,30327,613,793,994
30328,,30328,613,793,994
30329,,30329,793,613,994
30330,,30330,793,613,994
30331,,30331,613,994,793
30332,,30332,613,793,994
30333,,30333,793,613,998
30334,,30334,613,793,994
30335,,30335,793,613,994
30336,,30336,613,994,793
30337,,30337,793,613,994
30338,,30338,613,793,994
30339,,30339,613,793,994
30340,,30340,793,613,994
30341,,30341,793,613,994
30342,,30342,613,793,994
30343,,30343,613,793,994
30344,,30344,613,793,994
30345,,30345,793,613,994
30346,,30346,613,793,994
30347,,30347,613,793,994
30348,,30348,613,793,994
30349,,30349,613,793,994
30350,,30350,613,793,994
30351,,30351,613,793,994
30353,,30353,613,793,994
30354,,30354,793,613,994
30355,,30355,613,793,994
30356,,30356,793,613,998
30357,,30357,613,793,994
30358,,30358,613,793,994
30359,,30359,793,613,998
30360,,30360,793,613,994
30361,,30361,613,793,994
30362,,30362,793,613,998
30363,,30363,613,793,994
30364,,30364,613,793,994
30365,,30365,613,793,994
30366,,30366,793,613,998
30367,,30367,613,793,994
30368,,30368,613,793,994
30369,,30369,613,793,994
30370,,30370,613,793,994
30371,,30371,613,793,994
30374,,30374,613,793,994
30375,,30375,613,793,994
30376,,30376,613,793,994
30377,,30377,613,793,994
30378,,30378,613,793,994
30379,,30379,613,793,994
30380,,30380,613,793,994
30381,,30381,613,793,994
30384,,30384,613,793,994
30385,,30385,613,793,994
30386,,30386,613,793,994
30387,,30387,613,793,994
30388,,30388,613,793,994
30389,,30389,613,793,994
30390,,30390,613,793,994
30392,,30392,613,793,994
30394,,30394,613,793,994
30396,,30396,613,793,994
30398,,30398,613,793,994
30399,,30399,613,793,994
30401,,30401,314,937,639
30410,,30410,314,637,939
30411,,30411,314,727,637
30412,,30412,314,637,939
30413,,30413,314,639,727
30414,,30414,939,637,37
30415,,30415,937,170,37
30417,,30417,637,939,37
30420,,30420,637,939,37
30421,,30421,637,939,37
30423,,30423,939,637,37
30424,,30424,639,937,170
30425,,30425,937,639,314
30426,,30426,639,873,937
30427,,30427,637,939,37
30428,,30428,314,637,939
30429,,30429,637,939,37
30434,,30434,314,639,727
30436,,30436,637,939,37
30438,,30438,637,939,37
30439,,30439,937,939,637
30441,,30441,639,937,314
30442,,30442,639,937,170
30445,,30445,314,637,939
30446,,30446,937,639,170
30447,,30447,314,937,637
30448,,30448,314,937,637
30449,,30449,937,170,639
30450,,30450,937,639,170
30451,,30451,937,637,939
30452,,30452,937,170,939
30453,,30453,637,939,37
30454,,30454,314,727,937
30455,,30455,937,639,170
30456,,30456,639,937,873
30457,,30457,314,637,939
30458,,30458,937,170,37
30459,,30459,937,170,37
30460,,30460,937,170,37
30461,,30461,937,170,639
30464,,30464,314,937,637
30466,,30466,314,937,639
30467,,30467,937,639,170
30470,,30470,314,637,939
30471,,30471,937,314,639
30473,,30473,314,637,939
30474,,30474,314,637,939
30475,,30475,314,637,939
30477,,30477,314,639,937
30499,,30499,637,939,37
30501,,30501,998,440,98
30502,,30502,998,98,440
30503,,30503,998,440,98
30504,,30504,998,440,98
30505,,30505,998,440,98
30506,,30506,998,440,98
30507,,30507,998,440,98
30510,,30510,440,998,431
30511,,30511,440,998,98
30512,,30512,349,282,440
30513,,30513,349,282,296
30514,,30514,349,282,440
30515,,30515,793,998,613
30516,,30516,431,279,440
30517,,30517,998,98,440
30518,,30518,998,793,613
30519,,30519,998,793,98
30520,,30520,431,440,98
30521,,30521,431,440,98
30522,,30522,349,792,282
30523,,30523,440,431,998
30525,,30525,586,440,431
30527,,30527,998,440,98
30528,,30528,440,998,586
30529,,30529,998,98,440
30530,,30530,98,998,440
30531,,30531,440,998,431
30533,,30533,998,440,349
30534,,30534,998,440,349
30535,,30535,440,998,431
30537,,30537,586,440,431
30538,,30538,431,440,998
30539,,30539,349,792,856
30540,,30540,349,792,282
30541,,30541,349,282,296
30542,,30542,998,440,98
30543,,30543,998,440,98
30544,,30544,440,998,431
30545,,30545,440,998,586
30546,,30546,440,586,282
30547,,30547,440,998,98
30548,,30548,998,98,440
30549,,30549,98,998,440
30552,,30552,440,586,431
30553,,30553,431,440,98
30554,,30554,998,440,98
30555,,30555,349,282,296
30557,,30557,431,440,998
30558,,30558,998,440,98
30559,,30559,349,282,296
30560,,30560,349,282,296
30562,,30562,586,440,431
30563,,30563,440,998,431
30564,,30564,998,440,349
30565,,30565,98,998,440
30566,,30566,998,440,98
30567,,30567,998,98,440
30568,,30568,586,440,431
30571,,30571,440,998,586
30572,,30572,349,440,998
30573,,30573,440,586,431
30575,,30575,998,98,440
30576,,30576,440,586,431
30577,,30577,440,431,998
30580,,30580,440,431,586
30581,,30581,440,586,431
30582,,30582,440,282,349
30596,,30596,440,998,431
30597,,30597,998,440,349
30598,,30598,440,431,998
30599,,30599,998,98,440
30601,,30601,98,998,440
30602,,30602,98,998,440
30603,,30603,98,998,440
30604,,30604,98,998,440
30605,,30605,98,998,440
30606,,30606,98,998,440
30607,,30607,98,998,440
30608,,30608,98,998,440
30609,,30609,98,998,440
30610,,30610,98,998,440
30612,,30612,98,998,440
30613,,30613,98,998,440
30619,,30619,98,998,279
30620,,30620,98,998,793
30621,,30621,98,998,793
30622,,30622,98,998,793
30623,,30623,98,998,805
30624,,30624,279,98,431
30625,,30625,98,805,727
30627,,30627,98,279,431
30628,,30628,98,998,431
30629,,30629,98,431,279
30630,,30630,98,279,998
30631,,30631,98,279,431
30633,,30633,98,998,431
30634,,30634,279,431,98
30635,,30635,279,98,431
30638,,30638,98,998,805
30639,,30639,431,98,440
30641,,30641,98,998,793
30642,,30642,98,805,279
30643,,30643,431,279,7
30645,,30645,98,998,793
30646,,30646,98,998,440
30647,,30647,98,998,440
30648,,30648,98,279,431
30650,,30650,98,805,793
30655,,30655,98,793,998
30656,,30656,98,998,793
30660,,30660,98,279,431
30662,,30662,431,98,440
30663,,30663,98,805,793
30664,,30664,98,279,431
30665,,30665,98,279,805
30666,,30666,98,998,793
30667,,30667,98,279,998
30668,,30668,279,98,431
30669,,30669,98,279,998
30671,,30671,98,279,998
30673,,30673,279,98,431
30677,,30677,98,998,793
30678,,30678,98,727,805
30680,,30680,98,998,793
30683,,30683,98,998,279
30701,,30701,856,792,349
30703,,30703,856,792,349
30705,,30705,792,856,349
30707,,30707,856,917,792
30708,,30708,792,856,349
30710,,30710,856,792,349
30711,,30711,792,856,349
30719,,30719,856,792,349
30720,,30720,856,792,349
30721,,30721,856,792,349
30722,,30722,856,792,349
30724,,30724,792,856,349
30725,,30725,856,792,917
30726,,30726,856,792,296
30728,,30728,856,792,225
30730,,30730,225,856,487
30731,,30731,225,856,917
30732,,30732,856,792,349
30733,,30733,856,994,792
30734,,30734,856,792,349
30735,,30735,856,792,349
30736,,30736,856,792,296
30738,,30738,917,856,225
30739,,30739,856,792,917
30740,,30740,856,792,349
30741,,30741,856,792,917
30742,,30742,856,792,296
30746,,30746,856,792,349
30747,,30747,225,856,792
30750,,30750,856,917,792
30751,,30751,792,856,296
30752,,30752,917,856,225
30753,,30753,225,856,917
30755,,30755,856,792,349
30756,,30756,856,792,296
30757,,30757,856,917,792
30802,,30802,279,98,639
30803,,30803,314,727,639
30805,,30805,639,279,873
30806,,30806,279,98,431
30807,,30807,279,98,314
30808,,30808,279,98,639
30809,,30809,279,639,873
30810,,30810,314,98,279
30811,,30811,639,937,873
30812,,30812,639,279,873
30813,,30813,279,639,873
30814,,30814,279,639,98
30815,,30815,639,873,279
30816,,30816,639,937,873
30817,,30817,279,98,431
30818,,30818,639,314,279
30819,,30819,279,98,314
30820,,30820,314,98,279
30821,,30821,98,279,314
30822,,30822,639,937,873
30823,,30823,314,639,279
30824,,30824,279,98,314
30828,,30828,279,98,314
30830,,30830,639,937,873
30833,,30833,639,314,279
30901,,30901,639,279,873
30903,,30903,639,279,873
30904,,30904,639,279,873
30905,,30905,639,279,873
30906,,30906,639,873,279
30907,,30907,639,279,873
30909,,30909,639,279,873
30910,,30910,639,279,873
30911,,30911,639,279,873
30912,,30912,639,279,873
30913,,30913,639,279,873
30914,,30914,639,279,873
30916,,30916,639,279,873
30917,,30917,279,639,98
30919,,30919,639,279,873
30999,,30999,639,279,873
31001,,31001,314,727,234
31002,,31002,314,727,937
31003,,31003,314,727,805
31004,,31004,727,805,314
31005,,31005,727,314,234
31006,,31006,727,234,805
31007,,31007,234,727,314
31008,,31008,727,314,805
31009,,31009,314,727,637
31010,,31010,234,644,314
31011,,31011,314,727,234
31012,,31012,314,727,234
31013,,31013,727,314,234
31014,,31014,314,727,234
31015,,31015,234,644,314
31016,,31016,727,805,793
31017,,31017,314,727,805
31018,,31018,314,727,639
31019,,31019,314,727,805
31020,,31020,727,314,805
31021,,31021,314,727,637
31022,,31022,314,727,805
31023,,31023,314,727,234
31024,,31024,727,98,805
31025,,31025,727,314,234
31027,,31027,314,727,937
31028,,31028,727,314,234
31029,,31029,727,805,793
31030,,31030,727,314,234
31031,,31031,727,314,805
31032,,31032,727,805,314
31033,,31033,727,314,805
31034,,31034,727,314,805
31035,,31035,314,727,639
31036,,31036,314,727,234
31037,,31037,314,727,637
31038,,31038,727,805,98
31039,,31039,727,234,805
31040,,31040,314,727,805
31041,,31041,234,727,644
31042,,31042,314,727,805
31044,,31044,314,727,805
31045,,31045,98,314,279
31046,,31046,727,805,314
31047,,31047,727,314,234
31049,,31049,314,727,937
31050,,31050,727,805,314
31051,,31051,234,727,314
31052,,31052,727,805,314
31054,,31054,727,314,805
31055,,31055,314,727,637
31057,,31057,727,234,314
31058,,31058,727,234,805
31060,,31060,314,727,637
31061,,31061,727,314,805
31062,,31062,727,314,805
31063,,31063,727,234,314
31064,,31064,805,727,793
31065,,31065,314,727,805
31066,,31066,727,805,314
31067,,31067,314,727,805
31068,,31068,234,727,314
31069,,31069,727,314,234
31070,,31070,727,314,234
31071,,31071,314,727,234
31072,,31072,314,234,727
31073,,31073,314,727,234
31075,,31075,314,727,637
31076,,31076,727,234,805
31077,,31077,314,727,234
31078,,31078,727,805,234
31079,,31079,314,727,234
31081,,31081,727,234,805
31082,,31082,314,727,98
31083,,31083,314,727,637
31084,,31084,314,727,234
31085,,31085,805,98,793
31086,,31086,727,805,314
31087,,31087,727,98,314
31088,,31088,727,314,234
31089,,31089,314,727,98
31090,,31090,314,727,805
31091,,31091,727,314,234
31092,,31092,234,727,314
31093,,31093,727,314,805
31094,,31094,314,727,98
31095,,31095,727,314,234
31096,,31096,314,727,937
31097,,31097,727,805,793
31098,,31098,727,314,234
31099,,31099,727,314,805
31106,,31106,613,793,994
31107,,31107,613,793,994
31119,,31119,793,613,998
31126,,31126,613,793,994
31131,,31131,613,793,994
31139,,31139,613,793,994
31141,,31141,793,613,998
31145,,31145,793,613,998
31146,,31146,793,613,998
31150,,31150,613,793,994
31156,,31156,613,793,994
31191,,31191,613,793,994
31192,,31192,613,793,994
31193,,31193,613,793,994
31195,,31195,613,793,994
31196,,31196,613,793,994
31197,,31197,613,793,994
31198,,31198,613,793,994
31199,,31199,613,793,994
31201,,31201,727,314,805
31202,,31202,727,314,805
31203,,31203,727,314,805
31204,,31204,727,314,805
31205,,31205,727,314,805
31206,,31206,727,314,805
31207,,31207,727,314,805
31208,,31208,727,314,805
31209,,31209,727,314,805
31210,,31210,727,314,805
31211,,31211,727,314,805
31212,,31212,727,314,805
31213,,31213,727,314,805
31216,,31216,727,314,805
31217,,31217,727,314,805
31220,,31220,727,805,314
31221,,31221,727,314,805
31294,,31294,727,314,805
31295,,31295,727,314,805
31296,,31296,727,314,805
31297,,31297,727,314,805
31298,,31298,727,805,314
31299,,31299,727,314,805
31301,,31301,939,637,37
31302,,31302,170,37,937
31303,,31303,937,170,639
31304,,31304,37,939,637
31305,,31305,37,637,939
31307,,31307,170,937,37
31308,,31308,170,37,937
31309,,31309,37,939,637
31310,,31310,37,939,637
31312,,31312,937,170,37
31313,,31313,37,939,637
31314,,31314,37,939,637
31315,,31315,939,637,37
31316,,31316,637,939,37
31318,,31318,170,937,37
31319,,31319,37,939,637
31320,,31320,37,939,637
31321,,31321,37,939,637
31322,,31322,170,37,937
31323,,31323,939,637,37
31324,,31324,37,939,637
31326,,31326,170,937,37
31327,,31327,37,939,637
31328,,31328,170,37,937
31329,,31329,937,170,37
31331,,31331,37,939,637
31332,,31332,37,939,637
31333,,31333,637,939,37
31401,,31401,170,37,937
31402,,31402,170,37,939
31403,,31403,170,37,939
31404,,31404,170,37,937
31405,,31405,170,37,937
31406,,31406,170,37,939
31407,,31407,170,937,37
31408,,31408,170,937,37
31409,,31409,170,37,939
31410,,31410,170,37,937
31411,,31411,170,37,939
31412,,31412,170,37,939
31414,,31414,170,37,939
31415,,31415,170,37,937
31416,,31416,170,37,939
31418,,31418,170,37,939
31419,,31419,170,37,939
31420,,31420,170,37,939
31421,,31421,170,37,939
31422,,31422,170,37,939
31498,,31498,170,37,939
31499,,31499,170,37,939
31501,,31501,563,637,939
31502,,31502,563,619,637
31503,,31503,563,637,939
31510,,31510,637,939,37
31512,,31512,314,903,637
31513,,31513,637,939,37
31515,,31515,637,939,37
31516,,31516,637,939,37
31518,,31518,637,939,37
31519,,31519,314,637,939
31520,,31520,637,939,37
31521,,31521,637,939,37
31522,,31522,637,939,563
31523,,31523,637,939,563
31524,,31524,637,939,37
31525,,31525,637,939,37
31527,,31527,563,637,939
31532,,31532,314,637,939
31533,,31533,314,903,637
31534,,31534,314,637,939
31535,,31535,314,637,939
31537,,31537,563,619,637
31539,,31539,314,637,939
31542,,31542,563,637,939
31543,,31543,637,939,37
31544,,31544,314,727,637
31545,,31545,637,939,37
31546,,31546,637,939,37
31547,,31547,563,496,637
31548,,31548,563,496,619
31549,,31549,314,637,939
31550,,31550,563,619,637
31551,,31551,637,939,37
31552,,31552,637,939,563
31553,,31553,563,637,939
31554,,31554,637,939,37
31555,,31555,637,939,37
31556,,31556,637,939,37
31557,,31557,637,939,37
31558,,31558,563,496,637
31560,,31560,637,939,37
31561,,31561,563,637,939
31563,,31563,637,939,37
31564,,31564,563,619,637
31565,,31565,563,637,939
31566,,31566,563,637,939
31567,,31567,314,637,939
31568,,31568,563,637,939
31569,,31569,563,637,939
31598,,31598,637,939,37
31599,,31599,637,939,37
31601,,31601,903,619,717
31602,,31602,903,619,717
31603,,31603,903,619,717
31604,,31604,903,619,717
31605,,31605,903,619,717
31606,,31606,903,619,717
31620,,31620,903,717,644
31622,,31622,903,314,644
31623,,31623,619,563,903
31624,,31624,903,619,637
31625,,31625,903,717,619
31626,,31626,903,717,644
31627,,31627,903,717,619
31629,,31629,903,717,619
31630,,31630,619,903,563
31631,,31631,619,903,563
31632,,31632,903,619,717
31634,,31634,619,903,563
31635,,31635,903,619,717
31636,,31636,903,619,717
31637,,31637,903,644,717
31638,,31638,903,717,619
31639,,31639,903,619,717
31641,,31641,903,619,717
31642,,31642,903,637,619
31643,,31643,903,717,619
31645,,31645,903,619,717
31646,,31646,619,563,496
31647,,31647,903,644,717
31648,,31648,619,903,563
31649,,31649,903,619,563
31650,,31650,903,314,619
31698,,31698,903,619,717
31699,,31699,903,619,717
31701,,31701,644,234,903
31702,,31702,644,234,903
31703,,31703,644,234,903
31704,,31704,644,234,903
31705,,31705,644,234,903
31706,,31706,644,234,903
31707,,31707,644,234,903
31708,,31708,644,234,903
31709,,31709,234,644,727
31710,,31710,234,644,727
31711,,31711,234,644,727
31712,,31712,234,644,314
31713,,31713,644,234,759
31714,,31714,234,644,903
31715,,31715,717,903,759
31716,,31716,644,903,234
31717,,31717,717,759,903
31718,,31718,717,903,759
31720,,31720,903,717,619
31722,,31722,903,717,644
31723,,31723,644,759,234
31724,,31724,644,234,759
31725,,31725,717,759,644
31726,,31726,234,644,903
31727,,31727,903,644,234
31728,,31728,903,717,644
31729,,31729,717,903,759
31730,,31730,644,903,717
31732,,31732,644,759,717
31733,,31733,903,644,314
31734,,31734,717,903,644
31735,,31735,234,644,727
31736,,31736,644,234,759
31737,,31737,644,759,717
31738,,31738,903,717,644
31739,,31739,644,903,717
31740,,31740,644,234,759
31741,,31741,644,759,717
31742,,31742,644,234,903
31743,,31743,234,644,727
31744,,31744,903,644,717
31745,,31745,759,717,644
31746,,31746,644,234,759
31747,,31747,903,644,717
31749,,31749,903,644,314
31750,,31750,314,903,727
31751,,31751,644,234,759
31752,,31752,717,903,759
31753,,31753,903,644,717
31754,,31754,644,234,879
31756,,31756,903,644,717
31757,,31757,903,717,644
31758,,31758,903,717,644
31759,,31759,759,717,644
31760,,31760,314,903,234
31761,,31761,759,644,717
31762,,31762,644,234,903
31763,,31763,644,234,903
31764,,31764,234,644,727
31765,,31765,903,717,644
31766,,31766,644,234,903
31767,,31767,234,644,879
31768,,31768,903,644,717
31769,,31769,314,903,644
31770,,31770,644,903,234
31771,,31771,903,644,717
31772,,31772,644,234,903
31773,,31773,903,717,644
31774,,31774,903,314,644
31775,,31775,903,644,717
31776,,31776,903,644,717
31777,,31777,234,644,727
31778,,31778,903,717,644
31779,,31779,903,644,717
31780,,31780,234,644,727
31781,,31781,903,644,234
31782,,31782,644,234,903
31783,,31783,314,234,903
31784,,31784,903,644,717
31785,,31785,644,234,903
31786,,31786,644,234,903
31787,,31787,644,234,903
31789,,31789,903,644,234
31790,,31790,903,644,234
31791,,31791,644,903,234
31792,,31792,903,717,644
31793,,31793,903,644,234
31794,,31794,903,644,234
31795,,31795,903,644,234
31796,,31796,234,644,903
31797,,31797,717,903,644
31798,,31798,314,903,637
31799,,31799,903,717,644
31801,,31801,234,727,805
31803,,31803,234,644,727
31804,,31804,234,803,879
31805,,31805,234,644,879
31806,,31806,234,644,727
31807,,31807,234,805,727
31808,,31808,234,879,803
31810,,31810,234,727,805
31811,,31811,234,803,879
31812,,31812,234,727,805
31814,,31814,234,644,879
31815,,31815,234,644,879
31816,,31816,805,727,234
31820,,31820,234,879,803
31821,,31821,234,644,879
31822,,31822,803,234,805
31823,,31823,234,805,803
31824,,31824,234,644,727
31825,,31825,234,644,879
31826,,31826,234,805,727
31827,,31827,234,727,805
31829,,31829,234,727,805
31830,,31830,805,234,727
31831,,31831,234,805,727
31832,,31832,234,644,727
31833,,31833,803,680,487
31836,,31836,805,234,727
31901,,31901,234,879,803
31902,,31902,234,879,803
31903,,31903,234,879,644
31904,,31904,234,879,803
31905,,31905,234,879,644
31906,,31906,234,879,803
31907,,31907,234,879,644
31908,,31908,234,879,803
31909,,31909,234,879,803
31914,,31914,234,879,644
31917,,31917,234,879,644
